of,ADP,8,5,1,2,5,1,2,0,5,1,4,3,0,1,2,7,1
flowers,NOUN,4,4,4,4,0,2,1,0,4,1,0,4,0,1,3,1,0
portrait,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
man,NOUN,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
wearing,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
riding,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hood,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
leaving,VERB,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mother,NOUN,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
with,ADP,2,2,7,4,1,4,3,0,4,1,4,1,0,1,2,5,0
fence,NOUN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
front,NOUN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
few,ADJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trees,NOUN,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
grove,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
back,NOUN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walked,VERB,1,0,0,1,0,0,1,0,2,1,0,3,0,0,0,0,0
basket,NOUN,2,1,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0
food,NOUN,3,3,1,1,0,0,0,0,1,0,0,2,0,0,0,0,2
rabbit,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squirrel,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
are,AUX,3,0,1,2,0,0,0,0,2,3,0,0,0,3,0,0,0
spectating,VERB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
are,VERB,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wolf,NOUN,11,9,10,17,15,8,0,0,8,10,19,13,0,21,10,6,11
is,AUX,4,0,6,0,1,1,0,0,1,1,3,2,1,6,0,0,2
stalking,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
while,SCONJ,1,1,1,0,1,0,2,0,7,7,0,0,0,1,1,0,0
lumberjack,NOUN,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mad,ADJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
at,ADP,2,0,2,1,0,0,1,0,0,2,0,1,0,1,0,1,0
as,SCONJ,3,1,4,0,0,2,1,0,0,1,0,1,0,4,0,0,0
walking,VERB,1,2,2,0,0,0,0,0,1,1,3,0,0,8,1,4,0
into,ADP,1,0,1,0,2,2,1,0,3,0,1,1,0,3,3,0,1
walks,VERB,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
door,NOUN,1,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0
attemps,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
to,PART,7,2,12,8,14,1,5,0,11,7,7,10,0,10,6,0,11
eat,VERB,2,0,4,2,2,1,3,0,0,2,5,4,0,1,0,0,0
bed,NOUN,3,1,2,0,3,1,2,0,5,0,0,3,0,0,1,0,0
sets,VERB,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
up,ADP,1,0,0,1,1,0,3,0,2,0,0,3,0,2,0,0,1
an,DET,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
array,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
out,ADP,3,0,0,1,2,2,3,0,2,2,2,1,0,1,1,0,0
water,NOUN,1,1,0,2,0,1,0,0,2,0,0,2,0,0,1,0,0
that,CCONJ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
she,PRON,1,4,5,7,5,2,1,0,4,7,0,18,0,3,7,0,0
had,VERB,1,2,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0
her,ADJ,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
is,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suspicious,ADJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
looking,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grandma,NOUN,5,12,6,4,3,1,12,0,10,9,11,1,0,6,12,3,7
lying,VERB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
waiting,VERB,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
for,ADP,1,1,3,3,2,0,0,0,1,0,3,1,0,1,1,0,1
looks,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weird,ADJ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
way,NOUN,1,0,0,4,1,1,0,0,0,0,1,0,0,0,1,0,0
thinking,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
that,SCONJ,2,1,2,5,5,0,0,0,1,2,1,3,0,0,2,0,1
he,PRON,1,9,10,4,2,2,0,0,2,4,5,23,0,0,3,0,0
not,PART,1,1,1,0,2,2,0,0,0,0,3,1,0,0,0,0,1
jumps,VERB,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
catch,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
his,PRON,1,1,4,2,1,1,1,0,2,1,3,5,0,2,1,1,0
dog,NOUN,2,1,3,1,2,1,0,0,3,0,2,1,0,4,0,0,0
comes,VERB,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
rescue,VERB,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
has,AUX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eaten,VERB,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
squirrels,NOUN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
trying,VERB,1,0,1,0,1,0,0,0,0,0,2,0,2,2,0,0,1
get,VERB,1,1,0,0,0,0,0,0,2,0,2,2,0,0,1,0,1
out,ADV,1,1,1,0,0,0,0,0,2,1,1,1,0,2,2,2,0
uses,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scissors,NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cut,VERB,1,2,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1
they,PRON,1,3,1,7,5,1,0,0,3,1,8,5,0,0,1,4,5
all,ADV,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
happy,ADJ,1,0,0,0,2,1,0,0,0,0,2,1,0,0,0,2,1
grab,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocks,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
put,VERB,1,3,0,1,1,0,1,0,3,0,0,4,0,1,3,1,1
sews,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up,ADV,1,1,1,2,0,0,2,0,1,0,0,3,0,2,1,1,0
very,ADV,2,0,0,2,3,0,0,0,1,0,1,0,0,0,1,0,0
full,ADJ,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
watch,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leads,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
home,ADV,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
waves,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
goodbye,NOUN,1,1,3,2,1,2,1,0,0,0,0,0,1,2,1,0,0
había,VERB,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
una,DET,0,7,0,3,1,2,0,0,0,0,0,1,0,0,3,0,0
vez,NOUN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
niña,NOUN,0,12,0,20,13,14,13,0,9,0,0,6,9,11,8,0,14
tiene,VERB,0,2,0,5,0,1,0,0,2,0,0,0,2,0,0,0,0
rosada,NOUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,ADV,0,5,0,3,0,1,0,0,3,0,0,0,1,0,4,0,1
rojo,ADJ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
chamara,NOUN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y,CCONJ,0,22,0,37,23,13,6,0,19,0,19,34,13,17,41,0,3
su,DET,0,6,0,7,3,5,3,0,4,0,6,0,3,8,10,0,0
mamá,NOUN,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0
dice,VERB,0,3,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1
puedo,AUX,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hacer,VERB,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
un,DET,0,3,0,13,3,5,7,0,15,0,0,8,3,2,9,0,2
pastel,NOUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
para,ADP,0,2,0,5,1,0,3,0,6,0,0,0,2,0,0,0,1
tu,DET,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
abuelita,NOUN,0,7,0,5,0,0,10,0,0,0,3,0,0,0,0,0,0
la,DET,0,36,0,34,17,17,16,0,14,0,28,2,15,20,24,0,38
va,VERB,0,3,0,0,1,0,0,0,0,0,2,0,3,0,0,0,9
a,ADP,0,3,0,8,6,5,11,0,8,0,11,3,7,1,16,0,14
con,ADP,0,6,0,0,1,3,3,0,9,0,0,1,1,0,5,0,0
comida,NOUN,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
roja,ADJ,0,1,0,1,0,2,0,0,1,0,11,0,0,0,1,0,0
están,AUX,0,6,0,0,2,0,0,0,4,0,2,0,2,5,0,0,1
caminando,VERB,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0
gigante,NOUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
está,VERB,0,3,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1
path,NOUN,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
caminar,VERB,0,1,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0
lobo,NOUN,0,2,0,17,13,10,0,0,12,0,9,6,10,0,0,0,10
casa,NOUN,0,2,0,5,4,1,4,0,7,0,4,5,0,2,4,0,1
comió,VERB,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
zorro,NOUN,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pon,VERB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sombrera,NOUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hace,VERB,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
poniendo,VERB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
flores,NOUN,0,1,0,2,0,2,0,0,2,0,2,0,2,1,3,0,0
en,ADP,0,4,0,10,6,5,11,0,6,0,5,0,1,2,2,0,2
una,PRON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vaso,NOUN,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
mira,VERB,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tu,PRON,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grande,ADJ,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
grandes,ADJ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
ojos,NOUN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
comiendo,VERB,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
también,ADV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
niño,NOUN,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
están,VERB,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
muy,ADV,0,3,0,2,0,1,1,0,5,0,0,0,2,0,11,0,0
hambre,NOUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tijeras,NOUN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hunter,NOUN,0,3,0,4,0,6,6,0,5,0,9,3,1,10,1,2,3
cortando,VERB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abuela,NOUN,0,2,0,13,8,5,0,0,12,0,6,3,7,5,8,0,5
free,ADJ,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocas,NOUN,0,1,0,3,3,2,1,0,1,0,1,0,1,1,3,0,1
rocas,ADJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panza,NOUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrito,NOUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feliz,ADJ,0,1,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0
porque,SCONJ,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0
sus,DET,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0
casas,NOUN,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
adiós,ADV,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
once,ADV,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
upon,ADP,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
time,NOUN,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
whose,PRON,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gave,VERB,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
nice,ADJ,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red,ADJ,0,1,3,1,0,1,0,0,0,1,0,0,0,2,1,0,0
cape,NOUN,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ball,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it,PRON,0,0,3,5,4,0,1,0,4,0,6,5,0,0,0,1,4
covered,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
head,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but,CCONJ,0,0,4,2,1,0,0,0,0,0,2,6,0,0,0,0,1
whole,ADJ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dress,NOUN,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
surrounded,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watch,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tables,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everywhere,ADV,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sitting,VERB,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
table,NOUN,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0
leave,VERB,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
napkins,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drinks,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
going,VERB,0,0,1,3,1,1,0,0,1,2,0,0,0,0,0,0,0
to,ADP,0,5,4,8,4,3,6,0,3,3,3,6,1,5,5,2,5
says,VERB,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mom,NOUN,0,0,1,0,0,1,0,0,1,3,0,1,0,1,0,0,1
bright,ADJ,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blue,ADJ,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
sang,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too,ADV,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
on,ADV,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sit,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
both,CCONJ,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
little,ADJ,0,0,3,3,3,9,0,0,1,3,0,0,0,5,1,0,0
then,ADV,0,6,5,3,1,0,0,0,0,3,9,34,0,0,0,6,0
starts,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
shortcut,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bunnies,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
watched,VERB,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
big,ADJ,0,2,4,4,0,0,0,0,0,1,2,4,0,0,2,0,0
bad,ADJ,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scares,VERB,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
person,NOUN,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0
tries,VERB,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,3
stop,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from,ADP,0,0,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0
doom,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eating,VERB,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
before,SCONJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrives,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
already,ADV,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
him,PRON,0,2,1,0,3,1,0,0,0,0,1,3,1,0,0,1,0
just,ADV,0,0,2,2,3,1,0,0,1,1,0,1,0,0,0,0,0
like,SCONJ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
about,ADV,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
to,SCONJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entering,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
looks,VERB,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
back,ADV,0,0,2,0,1,1,0,0,4,0,1,2,0,0,2,0,0
make,VERB,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
sure,ADJ,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
watching,VERB,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
getting,VERB,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
leaves,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
open,ADJ,0,1,3,0,1,0,0,0,2,1,0,0,0,2,1,0,0
accidentally,ADV,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grabs,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eats,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curtains,NOUN,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plum,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
white,ADJ,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polka,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dot,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
still,ADV,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
so,ADV,0,3,4,5,7,1,0,0,0,4,3,5,0,0,3,1,1
anyone,PRON,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
could,AUX,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
see,VERB,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
sleeping,VERB,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
drink,NOUN,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cookies,NOUN,0,0,1,0,0,1,0,0,0,1,0,2,0,0,2,1,0
mouse,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watching,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
do,VERB,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
everything,PRON,0,0,2,2,0,0,0,0,3,0,2,0,0,0,0,0,0
know,VERB,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0
what,PRON,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
happaned,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yellow,ADJ,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yarn,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ready,ADJ,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pillow,NOUN,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orange,NOUN,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blanket,NOUN,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noticed,VERB,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
something,PRON,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
different,ADJ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
thinks,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
has,VERB,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3
ears,NOUN,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
did,AUX,0,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0
suspect,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suspect,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anything,PRON,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
candle,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall,VERB,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
gets,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pink,ADJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongue,NOUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who,PRON,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0
tried,VERB,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0
save,VERB,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
earlier,ADJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
since,SCONJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
were,AUX,0,3,1,1,1,1,0,0,1,0,0,1,0,1,3,0,2
cuts,VERB,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hide,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
that,PRON,0,1,1,1,0,1,0,0,0,0,2,4,0,1,1,0,1
happened,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
collects,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocks,NOUN,0,2,2,2,2,1,1,0,1,1,4,6,0,3,3,1,1
puts,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stomach,NOUN,0,2,1,4,3,1,2,0,4,0,0,1,0,7,4,0,5
knit,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all,DET,0,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,3
them,PRON,0,0,1,2,0,0,0,0,1,0,2,2,0,1,2,0,0
also,ADV,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,1,0
helping,VERB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
away,ADV,0,0,2,0,0,0,0,0,1,0,0,2,0,4,0,0,0
because,SCONJ,0,2,1,2,1,2,0,0,1,0,4,3,0,1,0,1,0
heavy,ADJ,0,0,2,1,0,2,0,0,0,0,0,1,0,0,2,0,0
next,ADJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
by,ADP,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1
well,ADV,0,3,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1
does,AUX,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0
notice,VERB,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wrong,ADJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even,ADV,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
though,SCONJ,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
following,VERB,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
hay,VERB,0,0,0,5,1,4,0,0,0,0,0,0,1,0,0,0,0
se,PRON,0,0,0,5,1,0,21,0,10,0,3,0,9,0,0,0,2
vieron,VERB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vestido,NOUN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
